Rank,Overall Acc,Model,Model Link,Total Cost ($),Latency Mean (s),Latency Standard Deviation (s),Latency 95th Percentile (s),Non-Live AST Acc,Non-Live Simple AST,Non-Live Multiple AST,Non-Live Parallel AST,Non-Live Parallel Multiple AST,Live Acc,Live Simple AST,Live Multiple AST,Live Parallel AST,Live Parallel Multiple AST,Multi Turn Acc,Multi Turn Base,Multi Turn Miss Func,Multi Turn Miss Param,Multi Turn Long Context,Web Search Acc,Web Search Base,Web Search No Snippet,Memory Acc,Memory KV,Memory Vector,Memory Recursive Summarization,Relevance Detection,Irrelevance Detection,Format Sensitivity Max Delta,Format Sensitivity Standard Deviation,Organization,License
183,51.14%,Gemma-4-12B-it(FC) LoRA ckpt160-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-apigen-have-paraell500-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,85.35%,76.92%,93.50%,86.00%,85.00%,79.79%,81.40%,79.77%,81.25%,62.50%,20.50%,31.00%,8.00%,16.00%,27.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,49.58%,N/A,N/A,Google,gemma-terms-of-use
184,51.09%,Qwen/Qwen2.5-7B-Instruct,https://huggingface.co/Qwen/Qwen2.5-7B-Instruct,N/A,N/A,N/A,N/A,84.75%,68.50%,94.50%,91.00%,85.00%,72.39%,70.16%,73.50%,56.25%,58.33%,14.62%,21.00%,12.50%,15.00%,10.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.25%,69.04%,N/A,N/A,Qwen,apache-2.0
185,51.06%,Gemma-4-12B-it(FC) LoRA ckpt120-5epoch-zhtw-v6-6144-no-cot-data-oringal-llamafactory-oringal-train-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,84.96%,75.33%,93.50%,86.50%,84.50%,79.57%,80.62%,79.68%,81.25%,62.50%,21.62%,33.50%,8.00%,16.00%,29.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,47.50%,N/A,N/A,Google,gemma-terms-of-use
186,50.81%,Gemma-4-12B-it(FC) LoRA ckpt280-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-64-128-256-lr5e-7,self,N/A,N/A,N/A,N/A,85.27%,76.58%,93.50%,86.00%,85.00%,79.79%,81.78%,79.58%,81.25%,66.67%,20.88%,30.50%,7.50%,17.00%,28.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,47.21%,N/A,N/A,Google,gemma-terms-of-use
187,50.54%,Gemma-4-12B-it(FC) LoRA ckpt240-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-64-128-256-lr5e-7,self,N/A,N/A,N/A,N/A,85.00%,76.00%,93.50%,86.00%,84.50%,79.64%,82.17%,79.39%,81.25%,62.50%,20.62%,30.00%,8.50%,15.50%,28.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,46.80%,N/A,N/A,Google,gemma-terms-of-use
188,50.51%,Gemma-4-12B-it(FC) LoRA ckpt120-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,84.81%,75.25%,93.50%,85.50%,85.00%,79.50%,80.62%,79.49%,81.25%,66.67%,21.25%,31.00%,7.50%,16.50%,30.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,45.74%,N/A,N/A,Google,gemma-terms-of-use
189,50.43%,Gemma-4-12B-it(FC) LoRA ckpt120-5epoch-zhtw-v6-10240-no-cot-A-method-2-1-2-apigen-parallel-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,85.19%,75.25%,93.50%,86.50%,85.50%,79.27%,80.62%,79.30%,81.25%,62.50%,20.88%,31.00%,8.00%,16.00%,28.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,45.95%,N/A,N/A,Google,gemma-terms-of-use
190,50.31%,Gemma-4-12B-it(FC) LoRA ckpt160-5epoch-zhtw-6144-no-cot-data-oringal-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,85.27%,75.58%,93.50%,87.00%,85.00%,79.94%,82.95%,79.58%,81.25%,62.50%,20.25%,30.00%,7.50%,16.50%,27.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.75%,45.84%,N/A,N/A,Google,gemma-terms-of-use
191,50.30%,Gemma-4-12B-it(FC) LoRA ckpt120-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-llamafactory-oringal-train-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,84.83%,75.33%,93.50%,86.00%,84.50%,79.79%,81.40%,79.77%,81.25%,62.50%,20.62%,32.50%,8.00%,13.00%,29.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,45.62%,N/A,N/A,Google,gemma-terms-of-use
192,50.25%,CoALM-8B,https://huggingface.co/uiuc-convai/CoALM-8B,N/A,N/A,N/A,N/A,85.04%,70.17%,93.50%,88.00%,88.50%,66.54%,70.54%,65.91%,62.50%,54.17%,6.38%,7.00%,8.50%,5.50%,4.50%,0.00%,0.00%,0.00%,1.51%,2.58%,1.94%,0.00%,87.50%,86.91%,36.5,15.89,UIUC + Oumi,Meta Llama 3 Community
193,50.13%,Gemma-4-12B-it(FC) LoRA ckpt200-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-64-128-256-lr5e-7,self,N/A,N/A,N/A,N/A,84.58%,75.33%,93.00%,85.50%,84.50%,79.64%,80.62%,79.68%,81.25%,66.67%,21.00%,31.50%,8.00%,16.50%,28.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,44.43%,N/A,N/A,Google,gemma-terms-of-use
194,50.13%,Gemma-4-12B-it(FC) LoRA ckpt120-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-apigen-have-parallel-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,84.96%,75.33%,93.50%,87.00%,84.00%,79.42%,80.23%,79.58%,81.25%,62.50%,20.62%,32.00%,8.00%,16.00%,26.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,45.02%,N/A,N/A,Google,gemma-terms-of-use
195,49.73%,Gemma-4-12B-it(FC) LoRA ckpt120-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-apigen-have-paraell500-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,84.42%,74.67%,93.50%,85.00%,84.50%,79.27%,79.84%,79.39%,81.25%,66.67%,21.25%,32.00%,8.00%,18.00%,27.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,42.46%,N/A,N/A,Google,gemma-terms-of-use
196,49.73%,Gemma-4-12B-it(FC) LoRA ckpt120-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-parallel-l20p-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,84.25%,75.00%,93.00%,85.00%,84.00%,79.50%,80.62%,79.49%,81.25%,66.67%,20.88%,31.50%,8.00%,16.00%,28.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,43.15%,N/A,N/A,Google,gemma-terms-of-use
197,49.67%,Gemma-4-12B-it(FC) LoRA ckpt120-5epoch-zhtw-6144-no-cot-data-oringal-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,84.88%,75.00%,93.50%,86.00%,85.00%,79.79%,80.23%,79.96%,81.25%,66.67%,20.88%,32.00%,8.50%,16.00%,27.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.75%,41.92%,N/A,N/A,Google,gemma-terms-of-use
198,49.46%,Gemma-4-12B-it(FC) LoRA ckpt160-5epoch-zhtw-v6-10240-no-cot-A-method-2-1-2-64-128-256-lr5e-7,self,N/A,N/A,N/A,N/A,84.04%,73.67%,93.50%,84.50%,84.50%,79.20%,79.07%,79.49%,81.25%,66.67%,21.38%,33.00%,8.50%,15.50%,28.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,41.31%,N/A,N/A,Google,gemma-terms-of-use
199,49.32%,Gemma-4-12B-it(FC) LoRA ckpt80-5epoch-zhtw-v6-6144-no-cot-data-oringal-llamafactory-oringal-train-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,83.71%,73.33%,93.50%,85.00%,83.00%,79.57%,79.46%,79.87%,81.25%,66.67%,20.75%,31.00%,9.00%,15.50%,27.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,41.84%,N/A,N/A,Google,gemma-terms-of-use
200,49.27%,Gemma-4-12B-it(FC) LoRA ckpt160-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-64-128-256-lr5e-7,self,N/A,N/A,N/A,N/A,84.15%,73.58%,93.50%,85.50%,84.00%,79.05%,79.46%,79.20%,81.25%,66.67%,20.50%,31.50%,7.50%,16.00%,27.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,42.14%,N/A,N/A,Google,gemma-terms-of-use
201,49.26%,Gemma-4-12B-it(FC) LoRA ckpt80-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-apigen-have-parallel-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,83.33%,73.33%,92.00%,84.00%,84.00%,79.20%,79.84%,79.30%,81.25%,66.67%,21.50%,32.00%,8.50%,16.50%,29.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,40.78%,N/A,N/A,Google,gemma-terms-of-use
202,49.23%,Gemma-4-12B-it(FC) LoRA ckpt80-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-llamafactory-oringal-train-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,83.58%,73.33%,93.00%,84.50%,83.50%,79.27%,79.07%,79.58%,81.25%,66.67%,20.62%,31.50%,8.50%,15.00%,27.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,42.03%,N/A,N/A,Google,gemma-terms-of-use
203,48.99%,Gemma-4-12B-it(FC) LoRA ckpt80-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,83.83%,73.33%,93.00%,85.00%,84.00%,79.05%,79.07%,79.30%,81.25%,66.67%,20.38%,30.50%,8.00%,14.50%,28.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,41.29%,N/A,N/A,Google,gemma-terms-of-use
204,48.95%,Gemma-4-12B-it(FC) LoRA ckpt120-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-64-128-256-lr5e-7,self,N/A,N/A,N/A,N/A,83.33%,73.33%,92.50%,83.50%,84.00%,79.35%,79.07%,79.68%,81.25%,66.67%,20.50%,28.50%,9.50%,17.50%,26.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,41.06%,N/A,N/A,Google,gemma-terms-of-use
205,48.90%,Gemma-4-12B-it(FC) LoRA ckpt80-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-parallel-l20p-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,83.33%,73.33%,92.00%,83.50%,84.50%,78.98%,78.29%,79.39%,81.25%,66.67%,20.62%,30.50%,8.00%,17.00%,27.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,40.95%,N/A,N/A,Google,gemma-terms-of-use
206,48.87%,Gemma-4-12B-it(FC) LoRA ckpt80-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-apigen-have-paraell500-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,83.08%,73.33%,92.50%,83.00%,83.50%,79.13%,79.07%,79.39%,81.25%,66.67%,20.50%,31.00%,8.50%,15.00%,27.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,41.12%,N/A,N/A,Google,gemma-terms-of-use
207,48.86%,Gemma-4-12B-it(FC) LoRA ckpt80-5epoch-zhtw-6144-no-cot-data-oringal-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,83.08%,73.33%,92.50%,82.50%,84.00%,79.42%,79.84%,79.58%,81.25%,66.67%,20.50%,31.00%,8.50%,16.00%,26.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,40.78%,N/A,N/A,Google,gemma-terms-of-use
208,48.72%,Gemma-4-12B-it(FC) LoRA ckpt120-5epoch-zhtw-v6-10240-no-cot-A-method-2-1-2-64-128-256-lr5e-7,self,N/A,N/A,N/A,N/A,83.21%,73.33%,92.00%,83.50%,84.00%,79.20%,78.68%,79.58%,81.25%,66.67%,20.62%,29.50%,8.50%,17.00%,27.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,39.93%,N/A,N/A,Google,gemma-terms-of-use
209,48.71%,Gemma-4-12B-it(FC) LoRA ckpt80-5epoch-zhtw-v6-10240-no-cot-A-method-2-1-2-apigen-parallel-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,83.71%,73.33%,92.50%,85.00%,84.00%,79.20%,78.68%,79.58%,81.25%,66.67%,19.62%,31.00%,8.00%,14.00%,25.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,41.38%,N/A,N/A,Google,gemma-terms-of-use
210,48.56%,Gemma-4-12B-it(FC) LoRA ckpt40-5epoch-zhtw-v6-10240-no-cot-A-method-2-1-2-apigen-parallel-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,82.54%,72.67%,92.00%,83.00%,82.50%,79.20%,79.07%,79.49%,81.25%,66.67%,21.00%,29.50%,10.50%,16.00%,28.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,39.07%,N/A,N/A,Google,gemma-terms-of-use
211,48.52%,Gemma-4-12B-it(FC) LoRA ckpt40-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-64-128-256-lr5e-7,self,N/A,N/A,N/A,N/A,82.29%,72.67%,91.50%,82.00%,83.00%,79.27%,78.68%,79.68%,81.25%,66.67%,21.13%,31.50%,10.00%,15.50%,27.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,38.77%,N/A,N/A,Google,gemma-terms-of-use
212,48.45%,Gemma-4-12B-it(FC) LoRA ckpt40-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,82.67%,72.67%,91.50%,84.00%,82.50%,79.13%,78.29%,79.58%,81.25%,66.67%,20.50%,28.50%,9.00%,16.00%,28.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,39.46%,N/A,N/A,Google,gemma-terms-of-use
213,48.39%,Gemma-4-12B-it(FC),self,N/A,N/A,N/A,N/A,82.50%,72.00%,92.00%,83.00%,83.00%,78.98%,78.68%,79.30%,81.25%,66.67%,20.62%,30.50%,8.50%,15.50%,28.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,39.23%,N/A,N/A,Google,gemma-terms-of-use
214,48.32%,Gemma-4-12B-it(FC) LoRA ckpt80-5epoch-zhtw-v6-10240-no-cot-A-method-2-1-2-64-128-256-lr5e-7,self,N/A,N/A,N/A,N/A,82.92%,72.67%,92.00%,83.50%,83.50%,79.20%,78.68%,79.58%,81.25%,66.67%,20.25%,29.00%,10.50%,14.50%,27.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,39.00%,N/A,N/A,Google,gemma-terms-of-use
215,48.30%,Gemma-4-12B-it(FC) LoRA ckpt40-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-apigen-have-parallel-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,82.17%,72.67%,92.00%,81.00%,83.00%,79.27%,78.68%,79.68%,81.25%,66.67%,21.00%,30.50%,11.00%,15.50%,27.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,38.05%,N/A,N/A,Google,gemma-terms-of-use
216,48.22%,Gemma-4-12B-it(FC) LoRA ckpt40-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-apigen-have-paraell500-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,82.12%,72.00%,92.00%,82.50%,82.00%,79.27%,78.29%,79.77%,81.25%,66.67%,20.50%,29.00%,9.00%,15.50%,28.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,38.68%,N/A,N/A,Google,gemma-terms-of-use
217,48.20%,Gemma-4-12B-it(FC) LoRA ckpt40-5epoch-zhtw-v6-6144-no-cot-data-oringal-llamafactory-oringal-train-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,82.67%,72.67%,92.00%,82.50%,83.50%,79.27%,78.68%,79.68%,81.25%,66.67%,19.62%,29.00%,10.00%,14.50%,25.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,39.83%,N/A,N/A,Google,gemma-terms-of-use
218,48.19%,Gemma-4-12B-it(FC) LoRA ckpt80-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-64-128-256-lr5e-7,self,N/A,N/A,N/A,N/A,82.67%,72.67%,91.50%,83.00%,83.50%,79.13%,77.52%,79.77%,81.25%,66.67%,20.00%,28.00%,9.00%,16.50%,26.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,39.15%,N/A,N/A,Google,gemma-terms-of-use
219,48.13%,Gemma-4-12B-it(FC) LoRA ckpt40-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-llamafactory-oringal-train-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,82.12%,72.00%,91.50%,82.50%,82.50%,79.20%,78.29%,79.68%,81.25%,66.67%,20.00%,28.50%,10.00%,15.00%,26.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,39.30%,N/A,N/A,Google,gemma-terms-of-use
220,48.03%,Gemma-4-12B-it(FC) LoRA ckpt40-5epoch-zhtw-v6-6144-no-cot-A-method-2-1-2-parallel-l20p-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,82.12%,72.00%,91.50%,82.00%,83.00%,78.76%,78.29%,79.11%,81.25%,66.67%,20.38%,30.50%,8.00%,15.00%,28.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,38.51%,N/A,N/A,Google,gemma-terms-of-use
221,47.95%,Gemma-4-12B-it(FC) LoRA ckpt40-5epoch-zhtw-6144-no-cot-data-oringal-64-128-256-lr1e-6,self,N/A,N/A,N/A,N/A,82.12%,72.00%,92.00%,82.00%,82.50%,79.05%,78.29%,79.49%,81.25%,66.67%,20.25%,29.00%,9.50%,15.00%,27.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,38.05%,N/A,N/A,Google,gemma-terms-of-use
222,47.73%,Gemma-4-12B-it(FC) LoRA ckpt40-5epoch-zhtw-v6-10240-no-cot-A-method-2-1-2-64-128-256-lr5e-7,self,N/A,N/A,N/A,N/A,82.12%,72.00%,91.50%,82.00%,83.00%,79.20%,78.68%,79.58%,81.25%,66.67%,19.38%,29.00%,8.00%,13.00%,27.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,38.58%,N/A,N/A,Google,gemma-terms-of-use
223,46.98%,Ministral-8B-Instruct-2410 (FC),https://huggingface.co/mistralai/Ministral-8B-Instruct-2410,N/A,N/A,N/A,N/A,84.27%,73.08%,92.00%,84.50%,87.50%,72.32%,75.97%,71.60%,62.50%,70.83%,11.37%,20.50%,6.50%,9.50%,9.00%,0.00%,0.00%,0.00%,8.39%,10.97%,6.45%,7.74%,81.25%,55.54%,1.0,0.29,Mistral AI,Mistral AI Research License
224,42.22%,Llama-3.1-8B-Instruct (Prompt),https://llama.meta.com/llama3,N/A,N/A,N/A,N/A,84.04%,71.67%,95.50%,86.00%,83.00%,70.54%,72.48%,70.85%,56.25%,45.83%,7.25%,8.50%,6.50%,6.50%,7.50%,0.00%,0.00%,0.00%,12.04%,9.68%,7.10%,19.35%,93.75%,42.04%,35.0,13.91,Meta,Meta Llama 3 Community
225,35.25%,Gemma-3-4b-it (Prompt),https://blog.google/technology/developers/gemma-3/,N/A,N/A,N/A,N/A,60.23%,64.42%,88.00%,53.50%,35.00%,60.33%,70.16%,58.97%,25.00%,37.50%,0.50%,0.50%,0.50%,0.50%,0.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100.00%,54.68%,67.0,23.03,Google,gemma-terms-of-use
226,27.19%,twinkle gemma-3-4B-T1-it,https://huggingface.co/twinkle-ai/gemma-3-4B-T1-it,N/A,N/A,N/A,N/A,10.35%,26.42%,6.00%,7.50%,1.50%,36.71%,36.05%,36.66%,56.25%,33.33%,9.50%,13.00%,11.00%,5.50%,8.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.50%,69.88%,1.0,0.22,twinkle-ai,gemma-terms-of-use
227,22.87%,Llama-3.1-8B-Instruct (FC),https://llama.meta.com/llama3,N/A,N/A,N/A,N/A,48.23%,55.42%,53.50%,49.50%,34.50%,48.56%,51.94%,48.15%,31.25%,41.67%,6.38%,6.00%,7.50%,6.00%,6.00%,1.00%,1.00%,1.00%,15.48%,4.52%,12.26%,29.68%,100.00%,4.81%,N/A,N/A,Meta,Meta Llama 3 Community
